goal	rule	score
friend(fred_weasley, bill_weasley)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	1
enemy(_EX1, voldemort)	enemy(hermione_granger, voldemort)	1
taught_by(_EX2, _EX3)	taught_by(harry_potter, severus_snape)	1
taught_by(X, _EX5)	taught_by(harry_potter, severus_snape)	1
friend(_EX6, X)	friend(hermione_granger, remus_lupin)	1
parent(X, _EX4)	parent(james_potter, harry_potter)	1
taught_by(_EX2, _EX4)	taught_by(ginny_weasley, dumbledore)	1
friend(fred_weasley, _EX2)	friend(fred_weasley, george_weasley)	1
taught_by(_EX5, _EX3)	taught_by(ginny_weasley, slughorn)	1
house(_EX2, X)	house(crabbe, slytherin)	1
male(_EX6)	male(james_potter)	1
house(Z, X)	house(peter_pettigrew, gryffindor)	1
house(_EX1, X)	house(crabbe, slytherin)	1
male(_EX2)	male(sirius_black)	1
taught_by(_EX2, _EX3)	taught_by(hermione_granger, severus_snape)	1
taught_by(_EX6, _EX0)	taught_by(ginny_weasley, remus_lupin)	1
friend(luna_lovegood, neville_longbottom)	friend(luna_lovegood, neville_longbottom)	1
house(Z, X)	house(ron_weasley, gryffindor)	1
friend(fred_weasley, _EX6)	friend(fred_weasley, bill_weasley)	1
friend(X, Y)	friend(george_weasley, bill_weasley)	1
house(_EX1, X)	house(cho_chang, ravenclaw)	1
friend(X, neville_longbottom)	friend(luna_lovegood, neville_longbottom)	1
house(X, Y)	house(peter_pettigrew, gryffindor)	1
enemy(_EX6, voldemort)	enemy(ron_weasley, voldemort)	1
male(_EX0)	male(draco_malfoy)	1
taught_by(_EX6, _EX0)	taught_by(ron_weasley, severus_snape)	1
male(X)	male(cedric_diggory)	1
house(Z, X)	house(hermione_granger, gryffindor)	1
teacher(_EX4, X)	teacher(mcgonagall, transfiguration)	1
house(X, Y)	house(ron_weasley, gryffindor)	1
child(X, _EX4)	child(X, Y) :- parent(Y, X)	1
ally(_EX1, Y)	ally(severus_snape, dumbledore)	1
male(_EX2)	male(crabbe)	1
male(_EX2)	male(vernon_dursley)	1
female(_EX3)	female(petunia_dursley)	1
friend(Y, X)	friend(hermione_granger, fred_weasley)	1
taught_by(_EX1, remus_lupin)	taught_by(X, Y) :- teacher(Y, Z), wizard(X)	1
parent(X, _EX5)	parent(petunia_dursley, dudley_dursley)	1
male(james_potter)	male(james_potter)	1
taught_by(_EX2, _EX3)	taught_by(harry_potter, remus_lupin)	1
parent(lily_potter, _EX2)	parent(lily_potter, harry_potter)	1
taught_by(_EX2, X)	taught_by(hermione_granger, dumbledore)	1
parent(xenophilius_lovegood, X)	parent(xenophilius_lovegood, luna_lovegood)	1
friend(Z, X)	friend(fred_weasley, luna_lovegood)	1
enemy(Y, X)	enemy(harry_potter, peter_pettigrew)	1
male(X)	male(sirius_black)	1
friend(Y, luna_lovegood)	friend(fred_weasley, luna_lovegood)	1
sibling(fred_weasley, fred_weasley)	sibling(X, Y) :- parent(Z, X), parent(Z, Y)	1
female(_EX5)	female(hermione_granger)	1
male(charlie_weasley)	male(charlie_weasley)	1
house(luna_lovegood, X)	house(luna_lovegood, ravenclaw)	1
teacher(X, Y)	teacher(dumbledore, headmaster)	1
friend(_EX6, george_weasley)	friend(ron_weasley, george_weasley)	1
house(Z, X)	house(draco_malfoy, slytherin)	1
female(_EX3)	female(ginny_weasley)	1
taught_by(_EX2, _EX3)	taught_by(hermione_granger, remus_lupin)	1
taught_by(_EX5, _EX3)	taught_by(hermione_granger, slughorn)	1
taught_by(_EX0, X)	taught_by(ron_weasley, dumbledore)	1
mutual_friend(hermione_granger, george_weasley, Y)	mutual_friend(X, Y, Z) :- friend(X, Z), friend(Y, Z)	1
friend(_EX3, X)	friend(ron_weasley, george_weasley)	1
male(_EX2)	male(charlie_weasley)	1
friend(ron_weasley, george_weasley)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	1
taught_by(_EX2, _EX0)	taught_by(ron_weasley, dumbledore)	1
enemy(_EX1, umbridge)	enemy(ron_weasley, umbridge)	1
parent(X, _EX5)	parent(arthur_weasley, fred_weasley)	1
male(bill_weasley)	male(bill_weasley)	1
parent(_EX4, X)	parent(molly_weasley, fred_weasley)	1
friend(hermione_granger, luna_lovegood)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	1
friend(_EX2, neville_longbottom)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	1
parent(X, _EX3)	parent(xenophilius_lovegood, luna_lovegood)	1
friend(_EX1, bill_weasley)	friend(fred_weasley, bill_weasley)	1
female(_EX5)	female(bellatrix_lestrange)	1
casts_spells(draco_malfoy)	casts_spells(X) :- wizard(X)	1
taught_by(_EX2, _EX4)	taught_by(hermione_granger, mcgonagall)	1
house(_EX6, X)	house(peter_pettigrew, gryffindor)	1
house(Z, gryffindor)	house(fred_weasley, gryffindor)	1
house(Z, X)	house(arthur_weasley, gryffindor)	1
male(_EX2)	male(goyle)	1
enemy(_EX6, draco_malfoy)	enemy(harry_potter, draco_malfoy)	1
house(_EX2, X)	house(george_weasley, gryffindor)	1
male(_EX5)	male(voldemort)	1
friend(X, crabbe)	friend(draco_malfoy, crabbe)	1
friend(X, Z)	friend(fred_weasley, george_weasley)	1
taught_by(_EX2, _EX4)	taught_by(harry_potter, remus_lupin)	1
friend(hermione_granger, neville_longbottom)	friend(hermione_granger, neville_longbottom)	1
friend(ron_weasley, _EX4)	friend(ron_weasley, dumbledore)	1
taught_by(_EX2, X)	taught_by(harry_potter, dumbledore)	1
house(_EX1, X)	house(george_weasley, gryffindor)	1
friend(george_weasley, Z)	friend(george_weasley, luna_lovegood)	1
house(_EX6, X)	house(ron_weasley, gryffindor)	1
male(_EX5)	male(hagrid)	1
friend(george_weasley, _EX2)	friend(george_weasley, bill_weasley)	1
friend(X, Y)	friend(fred_weasley, bill_weasley)	1
friend(hermione_granger, george_weasley)	friend(hermione_granger, george_weasley)	1
friend(hermione_granger, _EX6)	friend(hermione_granger, neville_longbottom)	1
teacher(_EX0, X)	teacher(umbridge, defense_dark_arts)	1
house(_EX6, X)	house(hermione_granger, gryffindor)	1
house(_EX0, X)	house(crabbe, slytherin)	1
parent(X, _EX2)	parent(james_potter, harry_potter)	1
friend(X, Y)	friend(george_weasley, luna_lovegood)	1
parent(Y, X)	parent(arthur_weasley, ron_weasley)	1
taught_by(_EX5, _EX3)	taught_by(ron_weasley, dumbledore)	1
parent(molly_weasley, _EX2)	parent(molly_weasley, ginny_weasley)	1
taught_by(_EX6, _EX0)	taught_by(hermione_granger, mcgonagall)	1
ally(_EX6, Y)	ally(mcgonagall, dumbledore)	1
friend(fred_weasley, Z)	friend(fred_weasley, bill_weasley)	1
house(_EX6, X)	house(cedric_diggory, hufflepuff)	1
taught_by(_EX2, _EX4)	taught_by(harry_potter, flitwick)	1
teacher(_EX1, X)	teacher(umbridge, defense_dark_arts)	1
male(_EX3)	male(ron_weasley)	1
must_find_date_yule_ball(_EX6)	must_find_date_yule_ball(X) :- at(Y, X), male(X)	1
friend(_EX6, fred_weasley)	friend(ron_weasley, fred_weasley)	1
teacher(_EX1, X)	teacher(mcgonagall, transfiguration)	1
enemy(_EX1, draco_malfoy)	enemy(ron_weasley, draco_malfoy)	1
teacher(_EX3, X)	teacher(trelawney, divination)	1
male(fred_weasley)	male(fred_weasley)	1
friend(_EX6, X)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	1
friend(_EX6, X)	friend(hermione_granger, neville_longbottom)	1
male(remus_lupin)	male(remus_lupin)	1
house(Z, gryffindor)	house(harry_potter, gryffindor)	1
friend(_EX6, _EX4)	friend(hermione_granger, dumbledore)	1
taught_by(_EX2, _EX0)	taught_by(X, Y) :- teacher(Y, Z), wizard(X)	1
friend(X, remus_lupin)	friend(hermione_granger, remus_lupin)	1
friend(_EX0, X)	friend(hermione_granger, fred_weasley)	1
friend(_EX2, remus_lupin)	friend(ron_weasley, remus_lupin)	1
teacher(_EX6, X)	teacher(hagrid, magical_creatures)	1
male(_EX5)	male(dumbledore)	1
friend(X, Y)	friend(ron_weasley, george_weasley)	1
parent(Y, X)	parent(arthur_weasley, fred_weasley)	1
friend(X, george_weasley)	friend(ron_weasley, george_weasley)	1
friend(_EX4, X)	friend(ron_weasley, dumbledore)	1
friend(_EX2, X)	friend(ron_weasley, dumbledore)	1
male(_EX0)	male(bill_weasley)	1
house(_EX2, X)	house(ron_weasley, gryffindor)	1
friend(_EX6, X)	friend(hermione_granger, dumbledore)	1
ally(_EX0, dumbledore)	ally(hermione_granger, dumbledore)	1
house(_EX1, X)	house(ron_weasley, gryffindor)	1
wizard(harry_potter)	wizard(X) :- house(X, Y), male(X)	1
house(Z, X)	house(goyle, slytherin)	1
female(_EX3)	female(molly_weasley)	1
parent(X, ron_weasley)	parent(arthur_weasley, ron_weasley)	1
friend(_EX0, X)	friend(fred_weasley, george_weasley)	1
house(_EX2, X)	house(ginny_weasley, gryffindor)	1
teacher(_EX0, X)	teacher(trelawney, divination)	1
friend(_EX4, remus_lupin)	friend(ron_weasley, remus_lupin)	1
house(X, Y)	house(goyle, slytherin)	1
teacher(_EX2, X)	teacher(quirrell, defense_dark_arts)	1
female(_EX3)	female(fleur_delacour)	1
friend(Y, X)	friend(draco_malfoy, goyle)	1
parent(_EX5, X)	parent(arthur_weasley, ron_weasley)	1
friend(X, _EX2)	friend(draco_malfoy, goyle)	1
parent(_EX5, X)	parent(molly_weasley, george_weasley)	1
friend(X, Z)	friend(ron_weasley, dumbledore)	1
friend(_EX3, _EX4)	friend(hermione_granger, neville_longbottom)	1
friend(_EX6, _EX4)	friend(sirius_black, remus_lupin)	1
teacher(_EX2, X)	teacher(hagrid, magical_creatures)	1
male(_EX5)	male(draco_malfoy)	1
enemy(_EX0, voldemort)	enemy(hermione_granger, voldemort)	1
enemy(dumbledore, voldemort)	enemy(dumbledore, voldemort)	1
wizard(_EX3)	wizard(X) :- house(X, Y), male(X)	1
friend(_EX2, george_weasley)	friend(hermione_granger, george_weasley)	1
parent(arthur_weasley, _EX5)	parent(arthur_weasley, ron_weasley)	1
taught_by(_EX1, _EX2)	taught_by(X, Y) :- teacher(Y, Z), wizard(X)	1
male(_EX5)	male(fred_weasley)	1
taught_by(_EX2, _EX4)	taught_by(ron_weasley, severus_snape)	1
taught_by(_EX1, _EX2)	taught_by(hermione_granger, severus_snape)	1
wizard(Y)	wizard(X) :- house(X, Y), male(X)	1
height(madame_maxime, tall)	height(madame_maxime, tall)	1
male(_EX6)	male(vernon_dursley)	1
friend(_EX0, X)	friend(luna_lovegood, neville_longbottom)	1
enemy(_EX4, umbridge)	enemy(ron_weasley, umbridge)	1
taught_by(_EX0, X)	taught_by(harry_potter, slughorn)	1
male(_EX5)	male(dudley_dursley)	1
sibling(_EX1, _EX1)	sibling(X, Y) :- parent(Z, X), parent(Z, Y)	1
friend(_EX3, Z)	friend(ron_weasley, dumbledore)	1
taught_by(_EX2, _EX3)	taught_by(hermione_granger, flitwick)	1
male(Y)	male(neville_longbottom)	1
house(_EX2, X)	house(cho_chang, ravenclaw)	1
mutual_friend(hermione_granger, fred_weasley, _EX6)	mutual_friend(X, Y, Z) :- friend(X, Z), friend(Y, Z)	1
enemy(_EX4, draco_malfoy)	enemy(harry_potter, draco_malfoy)	1
house(_EX2, X)	house(arthur_weasley, gryffindor)	1
male(_EX5)	male(george_weasley)	1
friend(_EX4, X)	friend(sirius_black, remus_lupin)	1
friend(fred_weasley, X)	friend(fred_weasley, bill_weasley)	1
parent(X, _EX2)	parent(molly_weasley, george_weasley)	1
parent(arthur_weasley, _EX5)	parent(arthur_weasley, fred_weasley)	1
friend(_EX3, X)	friend(draco_malfoy, goyle)	1
house(Z, gryffindor)	house(charlie_weasley, gryffindor)	1
sibling(dudley_dursley, dudley_dursley)	sibling(X, Y) :- parent(Z, X), parent(Z, Y)	1
enemy(_EX6, umbridge)	enemy(hermione_granger, umbridge)	1
friend(X, _EX5)	friend(hermione_granger, fred_weasley)	1
friend(X, _EX6)	friend(ron_weasley, george_weasley)	1
parent(molly_weasley, _EX6)	parent(molly_weasley, george_weasley)	1
taught_by(_EX2, _EX4)	taught_by(harry_potter, trelawney)	1
male(_EX5)	male(arthur_weasley)	1
mutual_friend(ron_weasley, Z, _EX2)	mutual_friend(X, Y, Z) :- friend(X, Z), friend(Y, Z)	1
parent(arthur_weasley, X)	parent(arthur_weasley, george_weasley)	1
friend(Y, luna_lovegood)	friend(george_weasley, luna_lovegood)	1
friend(X, _EX4)	friend(ron_weasley, dumbledore)	1
male(_EX0)	male(harry_potter)	1
parent(molly_weasley, fred_weasley)	parent(molly_weasley, fred_weasley)	1
friend(_EX3, X)	friend(ron_weasley, fred_weasley)	1
friend(X, _EX5)	friend(george_weasley, bill_weasley)	1
male(Y)	male(fred_weasley)	1
friend(_EX2, X)	friend(hermione_granger, fred_weasley)	1
teacher(X, Y)	teacher(hagrid, magical_creatures)	1
parent(arthur_weasley, Z)	parent(arthur_weasley, george_weasley)	1
teacher(_EX4, X)	teacher(quirrell, defense_dark_arts)	1
parent(james_potter, _EX6)	parent(james_potter, harry_potter)	1
house(_EX0, X)	house(voldemort, slytherin)	1
taught_by(_EX2, X)	taught_by(ron_weasley, remus_lupin)	1
house(Z, X)	house(bill_weasley, gryffindor)	1
taught_by(_EX5, _EX3)	taught_by(harry_potter, slughorn)	1
house(_EX1, X)	house(neville_longbottom, gryffindor)	1
friend(_EX0, X)	friend(hermione_granger, george_weasley)	1
taught_by(_EX6, _EX0)	taught_by(harry_potter, severus_snape)	1
friend(_EX4, bill_weasley)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	1
parent(_EX4, X)	parent(molly_weasley, ron_weasley)	1
friend(george_weasley, _EX5)	friend(george_weasley, luna_lovegood)	1
taught_by(_EX6, _EX0)	taught_by(harry_potter, trelawney)	1
friend(_EX2, X)	friend(george_weasley, bill_weasley)	1
friend(_EX2, X)	friend(fred_weasley, george_weasley)	1
taught_by(_EX1, remus_lupin)	taught_by(ginny_weasley, remus_lupin)	1
friend(X, _EX5)	friend(ron_weasley, george_weasley)	1
friend(Z, X)	friend(ron_weasley, george_weasley)	1
teacher(_EX3, X)	teacher(remus_lupin, defense_dark_arts)	1
friend(_EX3, _EX4)	friend(ron_weasley, fred_weasley)	1
at(X, ron_weasley)	at(hogwarts, ron_weasley)	1
friend(_EX0, X)	friend(draco_malfoy, goyle)	1
sibling(ron_weasley, _EX5)	sibling(X, Y) :- parent(Z, X), parent(Z, Y)	1
male(_EX3)	male(remus_lupin)	1
taught_by(_EX2, _EX3)	taught_by(hermione_granger, dumbledore)	1
friend(ron_weasley, neville_longbottom)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	1
taught_by(X, _EX5)	taught_by(hermione_granger, dumbledore)	1
house(_EX2, X)	house(goyle, slytherin)	1
friend(ron_weasley, _EX2)	friend(ron_weasley, fred_weasley)	1
enemy(_EX0, voldemort)	enemy(dumbledore, voldemort)	1
male(_EX2)	male(ron_weasley)	1
parent(lily_potter, harry_potter)	parent(lily_potter, harry_potter)	1
house(_EX1, X)	house(goyle, slytherin)	1
mutual_friend(fred_weasley, ron_weasley, _EX2)	mutual_friend(X, Y, Z) :- friend(X, Z), friend(Y, Z)	1
parent(_EX4, X)	parent(arthur_weasley, george_weasley)	1
friend(_EX3, _EX6)	friend(ron_weasley, fred_weasley)	1
friend(hermione_granger, _EX6)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	1
parent(molly_weasley, X)	parent(molly_weasley, george_weasley)	1
taught_by(_EX6, _EX0)	taught_by(ginny_weasley, slughorn)	1
taught_by(_EX0, X)	taught_by(harry_potter, flitwick)	1
friend(Y, X)	friend(hermione_granger, dumbledore)	1
friend(X, Z)	friend(george_weasley, bill_weasley)	1
house(_EX0, X)	house(draco_malfoy, slytherin)	1
friend(_EX3, X)	friend(draco_malfoy, crabbe)	1
friend(X, _EX5)	friend(luna_lovegood, neville_longbottom)	1
brave(Z)	brave(X) :- house(X, gryffindor)	1
parent(_EX5, X)	parent(arthur_weasley, george_weasley)	1
taught_by(_EX2, _EX4)	taught_by(hermione_granger, remus_lupin)	1
house(Z, X)	house(severus_snape, slytherin)	1
teacher(_EX3, X)	teacher(quirrell, defense_dark_arts)	1
friend(X, _EX6)	friend(hermione_granger, remus_lupin)	1
parent(X, _EX2)	parent(molly_weasley, ginny_weasley)	1
parent(draco_malfoy, _EX6)	parent(draco_malfoy, lucius_malfoy)	1
enemy(Y, X)	enemy(hermione_granger, umbridge)	1
friend(_EX4, bill_weasley)	friend(fred_weasley, bill_weasley)	1
friend(_EX3, Z)	friend(hermione_granger, fred_weasley)	1
friend(_EX2, X)	friend(luna_lovegood, neville_longbottom)	1
parent(molly_weasley, _EX6)	parent(molly_weasley, ginny_weasley)	1
teacher(Z, X)	teacher(hagrid, magical_creatures)	1
friend(fred_weasley, Z)	friend(fred_weasley, luna_lovegood)	1
female(_EX5)	female(umbridge)	1
house(_EX0, X)	house(cho_chang, ravenclaw)	1
at(X, _EX6)	at(hogwarts, slughorn)	1
wizard(voldemort)	wizard(X) :- house(X, Y), male(X)	1
friend(X, Z)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	1
friend(_EX6, neville_longbottom)	friend(luna_lovegood, neville_longbottom)	1
teacher(_EX6, X)	teacher(quirrell, defense_dark_arts)	1
enemy(_EX6, draco_malfoy)	enemy(neville_longbottom, draco_malfoy)	1
friend(_EX3, Z)	friend(george_weasley, bill_weasley)	1
taught_by(_EX6, _EX0)	taught_by(hermione_granger, remus_lupin)	1
taught_by(_EX2, _EX3)	taught_by(harry_potter, dumbledore)	1
taught_by(X, _EX5)	taught_by(harry_potter, dumbledore)	1
male(Y)	male(ron_weasley)	1
friend(hermione_granger, X)	friend(hermione_granger, fred_weasley)	1
house(_EX6, X)	house(bill_weasley, gryffindor)	1
friend(_EX3, X)	friend(fred_weasley, luna_lovegood)	1
teacher(_EX6, X)	teacher(dumbledore, headmaster)	1
male(_EX2)	male(dumbledore)	1
friend(X, _EX5)	friend(hermione_granger, remus_lupin)	1
friend(Z, X)	friend(hermione_granger, remus_lupin)	1
male(goyle)	male(goyle)	1
house(_EX6, X)	house(crabbe, slytherin)	1
friend(X, Z)	friend(ron_weasley, remus_lupin)	1
friend(_EX4, X)	friend(fred_weasley, bill_weasley)	1
wizard(crabbe)	wizard(X) :- house(X, Y), male(X)	1
friend(_EX3, fred_weasley)	friend(hermione_granger, fred_weasley)	1
brothers(_EX4, _EX4)	brothers(X, Y) :- sibling(X, Y), male(X), male(Y)	1
mutual_friend(_EX2, hermione_granger, neville_longbottom)	mutual_friend(X, Y, Z) :- friend(X, Z), friend(Y, Z)	1
friend(_EX3, Z)	friend(ron_weasley, george_weasley)	1
taught_by(_EX2, X)	taught_by(hermione_granger, slughorn)	1
house(_EX1, X)	house(bellatrix_lestrange, slytherin)	1
friend(_EX4, X)	friend(george_weasley, luna_lovegood)	1
male(hagrid)	male(hagrid)	1
female(_EX3)	female(mcgonagall)	1
friend(_EX3, Z)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	1
friend(_EX3, luna_lovegood)	friend(fred_weasley, luna_lovegood)	1
taught_by(_EX2, _EX4)	taught_by(harry_potter, mcgonagall)	1
order_of_phoenix(_EX0)	order_of_phoenix(X) :- ally(X, dumbledore), wizard(X)	1
sibling(_EX6, _EX3)	sibling(X, Y) :- parent(Z, X), parent(Z, Y)	1
house(ron_weasley, X)	house(ron_weasley, gryffindor)	1
parent(Y, X)	parent(arthur_weasley, ginny_weasley)	1
male(_EX3)	male(crabbe)	1
enemy(_EX6, voldemort)	enemy(dumbledore, voldemort)	1
friend(_EX6, _EX4)	friend(hermione_granger, fred_weasley)	1
ally(_EX0, dumbledore)	ally(mcgonagall, dumbledore)	1
parent(X, _EX3)	parent(draco_malfoy, lucius_malfoy)	1
parent(X, _EX2)	parent(xenophilius_lovegood, luna_lovegood)	1
parent(arthur_weasley, _EX6)	parent(arthur_weasley, george_weasley)	1
friend(_EX0, george_weasley)	friend(hermione_granger, george_weasley)	1
wizard(cedric_diggory)	wizard(X) :- house(X, Y), male(X)	1
friend(ron_weasley, _EX2)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	1
parent(molly_weasley, X)	parent(molly_weasley, ginny_weasley)	1
male(_EX0)	male(remus_lupin)	1
wizard(_EX1)	wizard(X) :- house(X, Y), male(X)	1
friend(_EX3, Z)	friend(draco_malfoy, crabbe)	1
friend(Z, remus_lupin)	friend(hermione_granger, remus_lupin)	1
friend(_EX3, _EX6)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	1
enemy(Y, X)	enemy(harry_potter, bellatrix_lestrange)	1
friend(_EX3, Z)	friend(ron_weasley, remus_lupin)	1
taught_by(cedric_diggory, severus_snape)	taught_by(X, Y) :- teacher(Y, Z), wizard(X)	1
friend(fred_weasley, neville_longbottom)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	1
friend(Y, luna_lovegood)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	1
friend(X, Z)	friend(fred_weasley, bill_weasley)	1
teacher(_EX2, X)	teacher(dumbledore, headmaster)	1
house(ginny_weasley, X)	house(ginny_weasley, gryffindor)	1
brothers(X, X)	brothers(X, Y) :- sibling(X, Y), male(X), male(Y)	1
taught_by(_EX6, _EX0)	taught_by(harry_potter, mcgonagall)	1
friend(_EX6, X)	friend(sirius_black, remus_lupin)	1
friend(ron_weasley, george_weasley)	friend(ron_weasley, george_weasley)	1
friend(_EX3, _EX6)	friend(hermione_granger, dumbledore)	1
taught_by(_EX2, _EX3)	taught_by(X, Y) :- teacher(Y, Z), wizard(X)	1
taught_by(_EX0, X)	taught_by(ron_weasley, slughorn)	1
house(Z, X)	house(luna_lovegood, ravenclaw)	1
parent(molly_weasley, ginny_weasley)	parent(molly_weasley, ginny_weasley)	1
enemy(_EX6, draco_malfoy)	enemy(hermione_granger, draco_malfoy)	1
taught_by(_EX2, _EX0)	taught_by(ron_weasley, slughorn)	1
friend(_EX0, X)	friend(hermione_granger, dumbledore)	1
taught_by(_EX1, _EX2)	taught_by(hermione_granger, flitwick)	1
male(_EX5)	male(harry_potter)	1
female(_EX3)	female(madame_maxime)	1
house(_EX0, X)	house(george_weasley, gryffindor)	1
friend(_EX0, X)	friend(ron_weasley, remus_lupin)	1
friend(hermione_granger, dumbledore)	friend(hermione_granger, dumbledore)	1
male(george_weasley)	male(george_weasley)	1
taught_by(_EX0, X)	taught_by(ron_weasley, remus_lupin)	1
taught_by(charlie_weasley, Z)	taught_by(X, Y) :- teacher(Y, Z), wizard(X)	1
taught_by(_EX2, _EX0)	taught_by(hermione_granger, dumbledore)	1
friend(_EX0, bill_weasley)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	1
teacher(_EX4, X)	teacher(umbridge, defense_dark_arts)	1
taught_by(_EX2, _EX0)	taught_by(ron_weasley, remus_lupin)	1
friend(_EX3, Z)	friend(fred_weasley, bill_weasley)	1
parent(_EX1, fred_weasley)	parent(molly_weasley, fred_weasley)	1
parent(X, _EX3)	parent(james_potter, harry_potter)	1
male(_EX2)	male(george_weasley)	1
male(_EX0)	male(voldemort)	1
